loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.9112406373023987,0.5988562107086182,1.189234972000122,0.3333333432674408
0.773411214351654,0.6944444179534912,1.3688174486160278,0.3333333432674408
0.6623687148094177,0.7467319965362549,1.314351201057434,0.3333333432674408
0.582571268081665,0.7745097875595093,1.2533516883850098,0.3333333432674408
0.551969051361084,0.8031045794487,1.415319561958313,0.3333333432674408
0.51898592710495,0.8080065250396729,1.1193501949310303,0.40522876381874084
0.4653955101966858,0.8398692607879639,1.6220735311508179,0.3333333432674408
0.39356130361557007,0.8627451062202454,1.4779843091964722,0.3333333432674408
0.3574880361557007,0.8799019455909729,1.3043380975723267,0.3333333432674408
0.3162650167942047,0.8880718946456909,1.9607834815979004,0.3333333432674408
0.294377863407135,0.8995097875595093,1.1270561218261719,0.3529411852359772
